region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Badghis,2020-04-27,nowcast,1.4,0.6,2.3,1,1.6,0.18
Badghis,2020-04-28,nowcast,1.4,0.6,2.2,1,1.6,0.2
Badghis,2020-04-29,nowcast,1.4,0.7,2.2,1,1.6,0.18
Badghis,2020-04-30,nowcast,1.4,0.7,2.1,1.1,1.6,0.17
Badghis,2020-05-01,nowcast,1.4,0.7,2.1,1,1.6,0.18
Badghis,2020-05-02,nowcast,1.3,0.7,2.1,1,1.5,0.18
Badghis,2020-05-03,nowcast,1.3,0.7,2,1,1.5,0.18
Badghis,2020-05-04,nowcast,1.3,0.7,1.9,1.1,1.6,0.19
Badghis,2020-05-05,nowcast,1.3,0.7,1.9,1,1.5,0.21
Badghis,2020-05-06,nowcast,1.2,0.6,1.8,1,1.4,0.23
Badghis,2020-05-07,nowcast,1.2,0.6,1.8,1,1.4,0.28
Badghis,2020-05-08,nowcast,1.1,0.6,1.6,0.9,1.3,0.33
Badghis,2020-05-09,nowcast,1.1,0.6,1.6,0.9,1.3,0.37
Badghis,2020-05-10,nowcast,1,0.5,1.5,0.9,1.2,0.43
Badghis,2020-05-11,nowcast,1,0.5,1.5,0.8,1.2,0.45
Badghis,2020-05-12,nowcast,1.1,0.6,1.6,0.9,1.2,0.41
Badghis,2020-05-13,nowcast,1.1,0.6,1.6,0.9,1.2,0.38
Badghis,2020-05-14,nowcast,1.1,0.6,1.6,0.9,1.2,0.33
Badghis,2020-05-15,nowcast,1.2,0.7,1.8,0.9,1.3,0.27
Badghis,2020-05-16,nowcast,1.2,0.7,1.8,1,1.4,0.2
Badghis,2020-05-17,nowcast,1.3,0.8,1.8,1,1.4,0.16
Badghis,2020-05-18,nowcast,1.3,0.8,1.8,1.1,1.4,0.14
Badghis,2020-05-19,nowcast,1.3,0.8,1.8,1.1,1.5,0.11
Badghis,2020-05-20,nowcast,1.3,0.8,1.8,1.1,1.5,0.11
Badghis,2020-05-21,nowcast,1.3,0.8,1.7,1.1,1.4,0.14
Badghis,2020-05-22,nowcast,1.2,0.8,1.7,1,1.4,0.2
Badghis,2020-05-23,nowcast,1.1,0.7,1.6,1,1.3,0.29
Badghis,2020-05-24,nowcast,1.1,0.7,1.5,0.9,1.3,0.34
Badghis,2020-05-25,nowcast,1.1,0.7,1.5,0.9,1.2,0.38
Baghlan,2020-04-27,nowcast,1.3,0.6,1.9,1,1.5,0.22
Baghlan,2020-04-28,nowcast,1.2,0.6,1.9,1,1.4,0.25
Baghlan,2020-04-29,nowcast,1.2,0.6,1.8,0.9,1.4,0.3
Baghlan,2020-04-30,nowcast,1.2,0.6,1.8,1,1.4,0.29
Baghlan,2020-05-01,nowcast,1.2,0.6,1.8,0.9,1.4,0.3
Baghlan,2020-05-02,nowcast,1.2,0.6,1.8,0.9,1.4,0.28
Baghlan,2020-05-03,nowcast,1.2,0.7,1.9,1,1.4,0.25
Baghlan,2020-05-04,nowcast,1.2,0.7,1.9,1,1.4,0.2
Baghlan,2020-05-05,nowcast,1.3,0.8,1.9,1,1.4,0.18
Baghlan,2020-05-06,nowcast,1.3,0.7,1.9,1,1.4,0.17
Baghlan,2020-05-07,nowcast,1.3,0.8,1.8,1.1,1.5,0.15
Baghlan,2020-05-08,nowcast,1.3,0.8,1.8,1,1.4,0.16
Baghlan,2020-05-09,nowcast,1.2,0.8,1.7,1.1,1.4,0.17
Baghlan,2020-05-10,nowcast,1.2,0.8,1.7,1,1.4,0.18
